id_cpu,name,score
682,"AMD Phenom II X6 1090T
",3636
683,"AMD Phenom II X6 1100T
",3863
684,"AMD Phenom II X6 1405T
",3470
685,"AMD Phenom II X620 Dual-Core
",1309
686,"AMD Phenom II X640 Dual-Core
",1209
687,"AMD Phenom II X920 Quad-Core
",1649
688,"AMD Phenom II X940 Quad-Core
",1776
689,"AMD Phenom X2 Dual-Core GE-5060
",1566
690,"AMD Phenom X2 Dual-Core GE-6060
",1722
691,"AMD Phenom X2 Dual-Core GE-7060
",1048
692,"AMD Phenom X2 Dual-Core GP-7730
",980
693,"AMD Phenom X3 8550
",1343
694,"AMD Phenom X4 Quad-Core GP-9500
",1200
695,"AMD Phenom X4 Quad-Core GP-9530
",1361
696,"AMD Phenom X4 Quad-Core GP-9600
",1526
697,"AMD Phenom X4 Quad-Core GP-9730
",1977
698,"AMD Phenom X4 Quad-Core GS-6560
",1063
699,"AMD PRO A10-8700B
",2164
700,"AMD PRO A10-8730B
",2355
701,"AMD PRO A10-8750B
",3443
702,"AMD PRO A10-8770
",3583
703,"AMD PRO A10-8770E
",3095
704,"AMD PRO A10-8850B
",3929
705,"AMD PRO A10-9700
",3519
706,"AMD PRO A10-9700B
",2628
707,"AMD PRO A10-9700E
",3176
708,"AMD PRO A12-8800B
",2367
709,"AMD PRO A12-8830B
",2394
710,"AMD PRO A12-8870
",3852
711,"AMD PRO A12-8870E
",3046
712,"AMD PRO A12-9800
",3890
713,"AMD PRO A12-9800B
",2505
714,"AMD PRO A12-9800E
",3020
715,"AMD PRO A4-3350B APU
",1573
716,"AMD PRO A4-4350B
",986
717,"AMD PRO A4-8350B
",1815
718,"AMD PRO A6-7350B
",1612
719,"AMD PRO A6-8500B
",1686
720,"AMD PRO A6-8530B
",1500
721,"AMD PRO A6-8550B
",1929
722,"AMD PRO A6-8570
",1903
723,"AMD PRO A6-8570E
",1801
724,"AMD PRO A6-9500
",1882
725,"AMD PRO A6-9500B
",1324
726,"AMD PRO A6-9500E
",1589
727,"AMD PRO A8-8600B
",1979
728,"AMD PRO A8-8650B
",3089
729,"AMD PRO A8-8670E
",2992
730,"AMD PRO A8-9600
",3349
731,"AMD PRO A8-9600B
",2531
732,"AMD QC-4000
",910
733,"AMD R-260H APU
",951
734,"AMD R-272F APU
",1211
735,"AMD R-460L APU
",1180
736,"AMD R-464L APU
",1768
737,"AMD RX-427BB
",2725
738,"AMD Ryzen 3 1200
",6265
739,"AMD Ryzen 3 1300X
",7170
740,"AMD Ryzen 3 2200G
",6762
741,"AMD Ryzen 3 2200GE
",6097
742,"AMD Ryzen 3 2200U
",3597
743,"AMD Ryzen 3 2300U
",5870
744,"AMD Ryzen 3 2300X
",8173
745,"AMD Ryzen 3 3200G
",7298
746,"AMD Ryzen 3 3200U
",4197
747,"AMD Ryzen 3 3300U
",5088
748,"AMD Ryzen 3 4300U
",8364
749,"AMD Ryzen 3 PRO 1200
",6958
750,"AMD Ryzen 3 PRO 1300
",7951
751,"AMD Ryzen 3 PRO 2100GE
",4537
752,"AMD Ryzen 3 PRO 2200G
",6642
753,"AMD Ryzen 3 PRO 2200GE
",6291
754,"AMD Ryzen 3 PRO 2300U
",5829
755,"AMD Ryzen 3 PRO 3200G
",7120
756,"AMD Ryzen 3 PRO 3200GE
",7276
757,"AMD Ryzen 3 PRO 3300U
",5961
758,"AMD Ryzen 5 1400
",7943
759,"AMD Ryzen 5 1500X
",9030
760,"AMD Ryzen 5 1600
",12496
761,"AMD Ryzen 5 1600X
",13128
762,"AMD Ryzen 5 2400G
",8941
763,"AMD Ryzen 5 2400GE
",7558
764,"AMD Ryzen 5 2500U
",6665
765,"AMD Ryzen 5 2500X
",9830
766,"AMD Ryzen 5 2600
",13303
767,"AMD Ryzen 5 2600H
",7424
768,"AMD Ryzen 5 2600X
",14270
769,"AMD Ryzen 5 3400G
",9474
770,"AMD Ryzen 5 3400GE
",8565
771,"AMD Ryzen 5 3500
",12618
772,"AMD Ryzen 5 3500U
",7182
773,"AMD Ryzen 5 3500X
",13443
774,"AMD Ryzen 5 3550H
",8168
775,"AMD Ryzen 5 3580U
",7879
776,"AMD Ryzen 5 3600
",17756
777,"AMD Ryzen 5 3600X
",18281
778,"AMD Ryzen 5 PRO 1500
",10424
779,"AMD Ryzen 5 PRO 1600
",10932
780,"AMD Ryzen 5 PRO 2400G
",8644
781,"AMD Ryzen 5 PRO 2400GE
",7646
782,"AMD Ryzen 5 PRO 2500U
",6154
783,"AMD Ryzen 5 PRO 2600
",14279
784,"AMD Ryzen 5 PRO 3400G
",8903
785,"AMD Ryzen 5 PRO 3400GE
",8367
786,"AMD Ryzen 5 PRO 3500U
",7449
787,"AMD Ryzen 5 PRO 3600
",18202
788,"AMD Ryzen 7 1700
",14355
789,"AMD Ryzen 7 1700X
",15494
790,"AMD Ryzen 7 1800X
",16062
791,"AMD Ryzen 7 2700
",15856
792,"AMD Ryzen 7 2700E
",15225
793,"AMD Ryzen 7 2700U
",6480
794,"AMD Ryzen 7 2700X
",17669
795,"AMD Ryzen 7 2800H
",7541
796,"AMD Ryzen 7 3700U
",7299
797,"AMD Ryzen 7 3700X
",22731
798,"AMD Ryzen 7 3750H
",8467
799,"AMD Ryzen 7 3780U
",7371
800,"AMD Ryzen 7 3800X
",23381
801,"AMD Ryzen 7 4700U
",14327
802,"AMD Ryzen 7 4800H
",19245
803,"AMD Ryzen 7 4800HS
",18741
804,"AMD Ryzen 7 PRO 1700
",14250
805,"AMD Ryzen 7 PRO 1700X
",16126
806,"AMD Ryzen 7 PRO 2700
",16103
807,"AMD Ryzen 7 PRO 2700U
",7504
808,"AMD Ryzen 7 PRO 2700X
",18330
809,"AMD Ryzen 7 PRO 3700
",22612
810,"AMD Ryzen 7 PRO 3700U
",7329
811,"AMD Ryzen 9 3900
",30522
812,"AMD Ryzen 9 3900X
",32869
813,"AMD Ryzen 9 3950X
",39299
814,"AMD Ryzen 9 4900HS
",20666
815,"AMD Ryzen 9 PRO 3900
",32006
816,"AMD Ryzen Embedded R1505G
",4182
817,"AMD Ryzen Embedded R1606G
",4305
818,"AMD Ryzen Embedded V1202B
",3678
819,"AMD Ryzen Embedded V1404I
",4597
820,"AMD Ryzen Embedded V1605B
",6523
821,"AMD Ryzen Embedded V1756B
",7595
822,"AMD Ryzen Embedded V1807B
",7815
823,"AMD Ryzen Threadripper 1900X
",17101
824,"AMD Ryzen Threadripper 1920X
",22631
825,"AMD Ryzen Threadripper 1950X
",27067
826,"AMD Ryzen Threadripper 2920X
",26302
827,"AMD Ryzen Threadripper 2950X
",30759
828,"AMD Ryzen Threadripper 2970WX
",25375
829,"AMD Ryzen Threadripper 2990WX
",30396
830,"AMD Ryzen Threadripper 2990X
",21829
831,"AMD Ryzen Threadripper 3960X
",55590
832,"AMD Ryzen Threadripper 3970X
",61227
833,"AMD Ryzen Threadripper 3990X
",82432
834,"AMD Sempron 130
",541
835,"AMD Sempron 140
",391
836,"AMD Sempron 145
",457
837,"AMD Sempron 150
",517
838,"AMD Sempron 210U
",411
839,"AMD Sempron 2200+
",283
840,"AMD Sempron 2300+
",318
841,"AMD Sempron 240
",1274
842,"AMD Sempron 2400+
",315
843,"AMD Sempron 2500+
",265
844,"AMD Sempron 2600+
",389
845,"AMD Sempron 2650 APU
",500
846,"AMD Sempron 2800+
",358
847,"AMD Sempron 3000+
",412
848,"AMD Sempron 3100+
",458
849,"AMD Sempron 3200+
",443
850,"AMD Sempron 3300+
",484
851,"AMD Sempron 3400+
",450
852,"AMD Sempron 3500+
",357
853,"AMD Sempron 3600+
",559
854,"AMD Sempron 3800+
",554
855,"AMD Sempron 3850 APU
",960
856,"AMD Sempron Dual Core 2100
",972
857,"AMD Sempron Dual Core 2200
",625
858,"AMD Sempron Dual Core 2300
",616
859,"AMD Sempron LE-1100
",486
860,"AMD Sempron LE-1150
",407
861,"AMD Sempron LE-1200
",551
862,"AMD Sempron LE-1250
",544
863,"AMD Sempron LE-1300
",615
864,"AMD Sempron M100
",287
865,"AMD Sempron M120
",301
866,"AMD Sempron SI-40
",198
867,"AMD Sempron SI-42
",205
868,"AMD Sempron X2 180
",857
869,"AMD Sempron X2 190
",912
870,"AMD Sempron X2 198 Dual-Core
",900
871,"AMD Turion 64 Mobile MK-36
",483
872,"AMD Turion 64 Mobile MK-38
",520
873,"AMD Turion 64 Mobile ML-28
",391
874,"AMD Turion 64 Mobile ML-30
",426
875,"AMD Turion 64 Mobile ML-32
",438
876,"AMD Turion 64 Mobile ML-34
",425
877,"AMD Turion 64 Mobile ML-37
",489
878,"AMD Turion 64 Mobile ML-40
",522
879,"AMD Turion 64 Mobile ML-42
",615
880,"AMD Turion 64 Mobile ML-44
",591
881,"AMD Turion 64 Mobile MT-30
",379
882,"AMD Turion 64 Mobile MT-32
",440
883,"AMD Turion 64 Mobile MT-34
",429
884,"AMD Turion 64 Mobile MT-37
",485
885,"AMD Turion 64 X2 Mobile TL-50
",576
886,"AMD Turion 64 X2 Mobile TL-52
",722
887,"AMD Turion 64 X2 Mobile TL-56
",737
888,"AMD Turion 64 X2 Mobile TL-58
",948
889,"AMD Turion 64 X2 Mobile TL-60
",701
890,"AMD Turion 64 X2 Mobile TL-62
",1131
891,"AMD Turion 64 X2 Mobile TL-64
",993
892,"AMD Turion 64 X2 Mobile TL-66
",1136
893,"AMD Turion 64 X2 Mobile TL-68
",1319
894,"AMD Turion Dual-Core RM-70
",490
895,"AMD Turion Dual-Core RM-72
",499
896,"AMD Turion Dual-Core RM-74
",452
897,"AMD Turion Dual-Core RM-75
",507
898,"AMD Turion II Dual-Core Mobile M500
",707
899,"AMD Turion II Dual-Core Mobile M520
",706
900,"AMD Turion II Dual-Core Mobile M540
",754
901,"AMD Turion II N530 Dual-Core
",849
902,"AMD Turion II N550 Dual-Core
",910
903,"AMD Turion II Neo K625 Dual-Core
",586
904,"AMD Turion II Neo K685 Dual-Core
",710
905,"AMD Turion II Neo N40L Dual-Core
",597
906,"AMD Turion II Neo N54L Dual-Core
",731
907,"AMD Turion II P520 Dual-Core
",786
908,"AMD Turion II P540 Dual-Core
",831
909,"AMD Turion II P560 Dual-Core
",938
910,"AMD Turion II Ultra Dual-Core Mobile M600
",733
911,"AMD Turion II Ultra Dual-Core Mobile M620
",745
912,"AMD Turion II Ultra Dual-Core Mobile M640
",860
913,"AMD Turion II Ultra Dual-Core Mobile M660
",810
914,"AMD Turion Neo X2 Dual Core L625
",478
915,"AMD Turion X2 Dual Core L510
",924
916,"AMD Turion X2 Dual Core Mobile RM-70
",382
917,"AMD Turion X2 Dual Core Mobile RM-76
",485
918,"AMD Turion X2 Dual-Core Mobile RM-70
",419
919,"AMD Turion X2 Dual-Core Mobile RM-72
",459
920,"AMD Turion X2 Dual-Core Mobile RM-74
",476
921,"AMD Turion X2 Dual-Core Mobile RM-75
",456
922,"AMD Turion X2 Dual-Core Mobile RM-77
",488
923,"AMD Turion X2 Ultra Dual-Core Mobile ZM-80
",526
924,"AMD Turion X2 Ultra Dual-Core Mobile ZM-82
",572
925,"AMD Turion X2 Ultra Dual-Core Mobile ZM-84
",563
926,"AMD Turion X2 Ultra Dual-Core Mobile ZM-85
",562
927,"AMD Turion X2 Ultra Dual-Core Mobile ZM-86
",569
928,"AMD Turion X2 Ultra Dual-Core Mobile ZM-87
",530
929,"AMD TurionX2 Dual Core Mobile RM-70
",452
930,"AMD TurionX2 Dual Core Mobile RM-72
",362
931,"AMD TurionX2 Ultra DualCore Mobile ZM-85
",647
932,"AMD V105
",191
933,"AMD V120
",340
934,"AMD V140
",386
935,"AMD V160
",363
936,"AMD Z-01
",300
937,"AMD Z-60 APU
",255
938,"Athlon 64 Dual Core 3800+
",1234
939,"Athlon 64 Dual Core 5000+
",944
940,"Athlon 64 Dual Core 5600+
",972
941,"Athlon Dual Core 4050e
",723
942,"Athlon Dual Core 4450e
",756
943,"Athlon Dual Core 4850e
",853
944,"Celeron Dual-Core T3000 @ 1.80GHz
",620
945,"Celeron Dual-Core T3100 @ 1.90GHz
",667
946,"Celeron Dual-Core T3300 @ 2.00GHz
",645
947,"Celeron Dual-Core T3500 @ 2.10GHz
",719
948,"Dual-Core AMD Opteron 1220 SE
",770
949,"HP Hexa-Core 2.0GHz
",1643
950,"Intel 2.80GHz
",434
951,"Intel Atom 230 @ 1.60GHz
",324
952,"Intel Atom 330 @ 1.60GHz
",571
953,"Intel Atom C2338 @ 1.74GHz
",898
954,"Intel Atom C2358 @ 1.74GHz
",961
955,"Intel Atom C2538 @ 2.40GHz
",2086
956,"Intel Atom C2550 @ 2.40GHz
",2048
957,"Intel Atom C2558 @ 2.40GHz
",2169
958,"Intel Atom C2750 @ 2.40GHz
",3694
959,"Intel Atom C2750 @ 2.41GHz
",3345
960,"Intel Atom C2758 @ 2.40GHz
",3163
961,"Intel Atom C3538 @ 2.10GHz
",2455
962,"Intel Atom C3558 @ 2.20GHz
",2539
963,"Intel Atom C3758 @ 2.20GHz
",4675
964,"Intel Atom C3858 @ 2.00GHz
",4853
965,"Intel Atom C3958 @ 2.00GHz
",6586
966,"Intel Atom D2500 @ 1.86GHz
",441
967,"Intel Atom D2550 @ 1.86GHz
",737
968,"Intel Atom D2560 @ 2.00GHz
",712
969,"Intel Atom D2700 @ 2.13GHz
",822
970,"Intel Atom D2701 @ 2.13GHz
",721
971,"Intel Atom D410 @ 1.66GHz
",278
972,"Intel Atom D425 @ 1.80GHz
",380
973,"Intel Atom D510 @ 1.66GHz
",658
974,"Intel Atom D525 @ 1.80GHz
",571
975,"Intel Atom E3815 @ 1.46GHz
",110
976,"Intel Atom E3825 @ 1.33GHz
",405
977,"Intel Atom E3826 @ 1.46GHz
",323
978,"Intel Atom E3827 @ 1.74GHz
",542
979,"Intel Atom E3840 @ 1.91GHz
",741
980,"Intel Atom E3845 @ 1.91GHz
",1008
981,"Intel Atom E3900 @ 1.60GHz
",1953
982,"Intel Atom E3940 @ 1.60GHz
",1868
983,"Intel Atom E3950 @ 1.60GHz
",2116
984,"Intel Atom N2100 @ 1.60GHz
",310
985,"Intel Atom N2600 @ 1.60GHz
",531
986,"Intel Atom N270 @ 1.60GHz
",269
987,"Intel Atom N280 @ 1.66GHz
",278
988,"Intel Atom N2800 @ 1.86GHz
",633
989,"Intel Atom N435 @ 1.33GHz
",261
990,"Intel Atom N450 @ 1.66GHz
",303
991,"Intel Atom N455 @ 1.66GHz
",277
992,"Intel Atom N470 @ 1.83GHz
",383
993,"Intel Atom N475 @ 1.83GHz
",307
994,"Intel Atom N550 @ 1.50GHz
",540
995,"Intel Atom N570 @ 1.66GHz
",573
996,"Intel Atom S1260 @ 2.00GHz
",916
997,"Intel Atom T5700 @ 1.70GHz
",2039
998,"Intel Atom x5-E3930 @ 1.30GHz
",1110
999,"Intel Atom x5-E8000 @ 1.04GHz
",1116
1000,"Intel Atom x5-Z8300 @ 1.44GHz
",765
1001,"Intel Atom x5-Z8330 @ 1.44GHz
",895
1002,"Intel Atom x5-Z8350 @ 1.44GHz
",953
1003,"Intel Atom x5-Z8500 @ 1.44GHz
",1147
1004,"Intel Atom x5-Z8550 @ 1.44GHz
",1107
1005,"Intel Atom x7-Z8700 @ 1.60GHz
",1287
1006,"Intel Atom x7-Z8750 @ 1.60GHz
",1436
1007,"Intel Atom Z2760 @ 1.80GHz
",576
1008,"Intel Atom Z3735D @ 1.33GHz
",561
1009,"Intel Atom Z3735E @ 1.33GHz
",579
1010,"Intel Atom Z3735F @ 1.33GHz
",533
1011,"Intel Atom Z3735G @ 1.33GHz
",563
1012,"Intel Atom Z3736F @ 1.33GHz
",521
1013,"Intel Atom Z3740 @ 1.33GHz
",624
1014,"Intel Atom Z3740D @ 1.33GHz
",646
1015,"Intel Atom Z3745 @ 1.33GHz
",625
1016,"Intel Atom Z3745D @ 1.33GHz
",609
1017,"Intel Atom Z3770 @ 1.46GHz
",756
1018,"Intel Atom Z3770D @ 1.49GHz
",514
1019,"Intel Atom Z3775 @ 1.46GHz
",749
1020,"Intel Atom Z3775D @ 1.49GHz
",826
1021,"Intel Atom Z3795 @ 1.60GHz
",1132
1022,"Intel Atom Z520 @ 1.33GHz
",240
1023,"Intel Atom Z530 @ 1.60GHz
",281
1024,"Intel Atom Z670 @ 1.50GHz
",244
1025,"Intel Celeron 1.70GHz
",155
1026,"Intel Celeron 1.80GHz
",148
1027,"Intel Celeron 1000M @ 1.80GHz
",992
1028,"Intel Celeron 1000MHz
",214
1029,"Intel Celeron 1005M @ 1.90GHz
",1090
1030,"Intel Celeron 1007U @ 1.50GHz
",715
1031,"Intel Celeron 1017U @ 1.60GHz
",948
1032,"Intel Celeron 1019Y @ 1.00GHz
",571
1033,"Intel Celeron 1020E @ 2.20GHz
",1394
1034,"Intel Celeron 1020M @ 2.10GHz
",1263
1035,"Intel Celeron 1037U @ 1.80GHz
",1054
1036,"Intel Celeron 1047UE @ 1.40GHz
",742
1037,"Intel Celeron 1100MHz
",174
1038,"Intel Celeron 1200MHz
",244
1039,"Intel Celeron 2.00GHz
",192
1040,"Intel Celeron 2.13GHz
",175
1041,"Intel Celeron 2.20GHz
",213
1042,"Intel Celeron 2.26GHz
",192
1043,"Intel Celeron 2.30GHz
",227
1044,"Intel Celeron 2.40GHz
",219
1045,"Intel Celeron 2.50GHz
",252
1046,"Intel Celeron 2.53GHz
",245
1047,"Intel Celeron 2.60GHz
",220
1048,"Intel Celeron 2.66GHz
",183
1049,"Intel Celeron 2.70GHz
",245
1050,"Intel Celeron 2.80GHz
",201
1051,"Intel Celeron 2.93GHz
",243
1052,"Intel Celeron 2000E @ 2.20GHz
",1632
1053,"Intel Celeron 2002E @ 1.50GHz
",1108
1054,"Intel Celeron 215 @ 1.33GHz
",323
1055,"Intel Celeron 220 @ 1.20GHz
",321
1056,"Intel Celeron 2950M @ 2.00GHz
",1303
1057,"Intel Celeron 2955U @ 1.40GHz
",749
1058,"Intel Celeron 2957U @ 1.40GHz
",826
1059,"Intel Celeron 2961Y @ 1.10GHz
",756
1060,"Intel Celeron 2970M @ 2.20GHz
",1525
1061,"Intel Celeron 2980U @ 1.60GHz
",1090
1062,"Intel Celeron 2981U @ 1.60GHz
",1007
1063,"Intel Celeron 3.06GHz
",245
1064,"Intel Celeron 3.20GHz
",280
1065,"Intel Celeron 3.33GHz
",276
1066,"Intel Celeron 3205U @ 1.50GHz
",981
1067,"Intel Celeron 3215U @ 1.70GHz
",1121
1068,"Intel Celeron 3755U @ 1.70GHz
",1173
1069,"Intel Celeron 3765U @ 1.90GHz
",1324
1070,"Intel Celeron 3855U @ 1.60GHz
",1095
1071,"Intel Celeron 3865U @ 1.80GHz
",1424
1072,"Intel Celeron 3867U @ 1.80GHz
",1462
1073,"Intel Celeron 3955U @ 2.00GHz
",1596
1074,"Intel Celeron 3965U @ 2.20GHz
",1762
1075,"Intel Celeron 3965Y @ 1.50GHz
",1205
1076,"Intel Celeron 420 @ 1.60GHz
",451
1077,"Intel Celeron 4205U @ 1.80GHz
",1341
1078,"Intel Celeron 430 @ 1.80GHz
",467
1079,"Intel Celeron 4305UE @ 2.00GHz
",2005
1080,"Intel Celeron 440 @ 2.00GHz
",567
1081,"Intel Celeron 450 @ 2.20GHz
",667
1082,"Intel Celeron 5205U @ 1.90GHz
",1451
1083,"Intel Celeron 530 @ 1.73GHz
",442
1084,"Intel Celeron 540 @ 1.86GHz
",535
1085,"Intel Celeron 550 @ 2.00GHz
",581
1086,"Intel Celeron 560 @ 2.13GHz
",561
1087,"Intel Celeron 570 @ 2.26GHz
",529
1088,"Intel Celeron 723 @ 1.20GHz
",218
1089,"Intel Celeron 743 @ 1.30GHz
",251
1090,"Intel Celeron 807 @ 1.50GHz
",435
1091,"Intel Celeron 807UE @ 1.00GHz
",214
1092,"Intel Celeron 827E @ 1.40GHz
",378
1093,"Intel Celeron 847 @ 1.10GHz
",450
1094,"Intel Celeron 847E @ 1.10GHz
",614
1095,"Intel Celeron 857 @ 1.20GHz
",637
1096,"Intel Celeron 867 @ 1.30GHz
",577
1097,"Intel Celeron 877 @ 1.40GHz
",723
1098,"Intel Celeron 887 @ 1.50GHz
",659
1099,"Intel Celeron 900 @ 2.20GHz
",398
1100,"Intel Celeron 925 @ 2.30GHz
",444
1101,"Intel Celeron @ 1.30GHz
",558
1102,"Intel Celeron B710 @ 1.60GHz
",108
1103,"Intel Celeron B800 @ 1.50GHz
",728
1104,"Intel Celeron B810 @ 1.60GHz
",835
1105,"Intel Celeron B815 @ 1.60GHz
",714
1106,"Intel Celeron B820 @ 1.70GHz
",834
1107,"Intel Celeron B830 @ 1.80GHz
",779
1108,"Intel Celeron B840 @ 1.90GHz
",956
1109,"Intel Celeron D 347 @ 3.06GHz
",273
1110,"Intel Celeron D 352 @ 3.20GHz
",333
1111,"Intel Celeron D 356 @ 3.33GHz
",295
1112,"Intel Celeron D 360 @ 3.46GHz
",446
1113,"Intel Celeron D 420 @ 1.60GHz
",482
1114,"Intel Celeron E1200 @ 1.60GHz
",429
1115,"Intel Celeron E1400 @ 2.00GHz
",616
1116,"Intel Celeron E1500 @ 2.20GHz
",604
1117,"Intel Celeron E1600 @ 2.40GHz
",620
1118,"Intel Celeron E3200 @ 2.40GHz
",806
1119,"Intel Celeron E3300 @ 2.50GHz
",827
1120,"Intel Celeron E3400 @ 2.60GHz
",872
1121,"Intel Celeron E3500 @ 2.70GHz
",987
1122,"Intel Celeron G1101 @ 2.27GHz
",1012
1123,"Intel Celeron G1610 @ 2.60GHz
",1581
1124,"Intel Celeron G1610T @ 2.30GHz
",1305
1125,"Intel Celeron G1620 @ 2.70GHz
",1536
1126,"Intel Celeron G1620T @ 2.40GHz
",1493
1127,"Intel Celeron G1630 @ 2.80GHz
",1504
1128,"Intel Celeron G1820 @ 2.70GHz
",1667
1129,"Intel Celeron G1820T @ 2.40GHz
",1731
1130,"Intel Celeron G1820TE @ 2.20GHz
",1132
1131,"Intel Celeron G1830 @ 2.80GHz
",1620
1132,"Intel Celeron G1840 @ 2.80GHz
",1836
1133,"Intel Celeron G1840T @ 2.50GHz
",1589
1134,"Intel Celeron G1850 @ 2.90GHz
",2012
1135,"Intel Celeron G3900 @ 2.80GHz
",2223
1136,"Intel Celeron G3900E @ 2.40GHz
",2059
1137,"Intel Celeron G3900T @ 2.60GHz
",2226
1138,"Intel Celeron G3900TE @ 2.30GHz
",1991
1139,"Intel Celeron G3920 @ 2.90GHz
",2180
1140,"Intel Celeron G3930 @ 2.90GHz
",2291
1141,"Intel Celeron G3930T @ 2.70GHz
",2144
1142,"Intel Celeron G3930TE @ 2.70GHz
",2284
1143,"Intel Celeron G3950 @ 3.00GHz
",2399
1144,"Intel Celeron G440 @ 1.60GHz
",434
1145,"Intel Celeron G460 @ 1.80GHz
",613
1146,"Intel Celeron G465 @ 1.90GHz
",591
1147,"Intel Celeron G470 @ 2.00GHz
",704
1148,"Intel Celeron G4900 @ 3.10GHz
",2412
1149,"Intel Celeron G4900T @ 2.90GHz
",2306
1150,"Intel Celeron G4920 @ 3.20GHz
",2427
1151,"Intel Celeron G4930 @ 3.20GHz
",2599
1152,"Intel Celeron G530 @ 2.40GHz
",1196
1153,"Intel Celeron G530T @ 2.00GHz
",1075
1154,"Intel Celeron G540 @ 2.50GHz
",1231
1155,"Intel Celeron G540T @ 2.10GHz
",1196
1156,"Intel Celeron G550 @ 2.60GHz
",1250
1157,"Intel Celeron G550T @ 2.20GHz
",1123
1158,"Intel Celeron G555 @ 2.70GHz
",1292
1159,"Intel Celeron J1750 @ 2.41GHz
",662
1160,"Intel Celeron J1800 @ 2.41GHz
",647
1161,"Intel Celeron J1850 @ 1.99GHz
",963
1162,"Intel Celeron J1900 @ 1.99GHz
",1113
1163,"Intel Celeron J3060 @ 1.60GHz
",699
1164,"Intel Celeron J3160 @ 1.60GHz
",1321
1165,"Intel Celeron J3355 @ 2.00GHz
",1329
1166,"Intel Celeron J3455 @ 1.50GHz
",2281
1167,"Intel Celeron J4005 @ 2.00GHz
",1660
1168,"Intel Celeron J4025 @ 2.00GHz
",1825
1169,"Intel Celeron J4105 @ 1.50GHz
",3016
1170,"Intel Celeron J4115 @ 1.80GHz
",2816
1171,"Intel Celeron J4125 @ 2.00GHz
",3035
1172,"Intel Celeron M 1.00GHz
",229
1173,"Intel Celeron M 1.30GHz
",316
1174,"Intel Celeron M 1.50GHz
",332
1175,"Intel Celeron M 1.60GHz
",344
1176,"Intel Celeron M 1.70GHz
",388
1177,"Intel Celeron M 1300MHz
",304
1178,"Intel Celeron M 1500MHz
",333
1179,"Intel Celeron M 360 1.40GHz
",340
1180,"Intel Celeron M 410 @ 1.46GHz
",229
1181,"Intel Celeron M 420 @ 1.60GHz
",258
1182,"Intel Celeron M 430 @ 1.73GHz
",342
1183,"Intel Celeron M 440 @ 1.86GHz
",385
1184,"Intel Celeron M 443 @ 1.20GHz
",254
1185,"Intel Celeron M 450 @ 2.00GHz
",464
1186,"Intel Celeron M 520 @ 1.60GHz
",252
1187,"Intel Celeron M 530 @ 1.73GHz
",520
1188,"Intel Celeron M 723 @ 1.20GHz
",255
1189,"Intel Celeron M 900MHz
",189
1190,"Intel Celeron N2805 @ 1.46GHz
",318
1191,"Intel Celeron N2806 @ 1.60GHz
",508
1192,"Intel Celeron N2807 @ 1.58GHz
",515
1193,"Intel Celeron N2808 @ 1.58GHz
",507
1194,"Intel Celeron N2810 @ 2.00GHz
",444
1195,"Intel Celeron N2815 @ 1.86GHz
",532
1196,"Intel Celeron N2820 @ 2.13GHz
",531
1197,"Intel Celeron N2830 @ 2.16GHz
",550
1198,"Intel Celeron N2840 @ 2.16GHz
",587
1199,"Intel Celeron N2910 @ 1.60GHz
",708
1200,"Intel Celeron N2920 @ 1.86GHz
",957
1201,"Intel Celeron N2930 @ 1.83GHz
",1001
1202,"Intel Celeron N2940 @ 1.83GHz
",1032
1203,"Intel Celeron N3000 @ 1.04GHz
",643
1204,"Intel Celeron N3010 @ 1.04GHz
",604
1205,"Intel Celeron N3050 @ 1.60GHz
",585
1206,"Intel Celeron N3060 @ 1.60GHz
",688
1207,"Intel Celeron N3150 @ 1.60GHz
",1192
1208,"Intel Celeron N3160 @ 1.60GHz
",1256
1209,"Intel Celeron N3350 @ 1.10GHz
",1137
1210,"Intel Celeron N3450 @ 1.10GHz
",1944
1211,"Intel Celeron N4000 @ 1.10GHz
",1503
1212,"Intel Celeron N4000C @ 1.10GHz
",1533
1213,"Intel Celeron N4020 @ 1.10GHz
",1820
1214,"Intel Celeron N4100 @ 1.10GHz
",2536
1215,"Intel Celeron N4120 @ 1.10GHz
",2555
1216,"Intel Celeron P4500 @ 1.87GHz
",638
1217,"Intel Celeron P4505 @ 1.87GHz
",620
1218,"Intel Celeron P4600 @ 2.00GHz
",779
1219,"Intel Celeron SU2300 @ 1.20GHz
",450
1220,"Intel Celeron T1600 @ 1.66GHz
",448
1221,"Intel Celeron U1900 @ 1.99GHz
",1069
1222,"Intel Celeron U3400 @ 1.07GHz
",441
1223,"Intel Celeron U3600 @ 1.20GHz
",554
1224,"Intel Core 860 @ 2.80GHz
",2861
1225,"Intel Core Duo L2300 @ 1.50GHz
",720
1226,"Intel Core Duo L2400 @ 1.66GHz
",703
1227,"Intel Core Duo L2500 @ 1.83GHz
",816
1228,"Intel Core Duo T2050 @ 1.60GHz
",434
1229,"Intel Core Duo T2250 @ 1.73GHz
",540
1230,"Intel Core Duo T2300 @ 1.66GHz
",505
1231,"Intel Core Duo T2350 @ 1.86GHz
",735
1232,"Intel Core Duo T2400 @ 1.83GHz
",573
1233,"Intel Core Duo T2450 @ 2.00GHz
",681
1234,"Intel Core Duo T2500 @ 2.00GHz
",807
1235,"Intel Core Duo T2600 @ 2.16GHz
",941
